Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,
Timestamp,Timestamp,System Timestamp,Low Noise Accelerometer X,Low Noise Accelerometer X,Low Noise Accelerometer Y,Low Noise Accelerometer Y,Low Noise Accelerometer Z,Low Noise Accelerometer Z,Gyroscope X,Gyroscope X,Gyroscope Y,Gyroscope Y,Gyroscope Z,Gyroscope Z,VSenseBatt,VSenseBatt,External ADC A7,External ADC A7,External ADC A6,External ADC A6,External ADC A15,External ADC A15,Internal ADC A13,Internal ADC A13,Pressure,Pressure,Temperature,Temperature,GSR,GSR,GSR Conductance,
RAW,CAL,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,CAL,
no units,mSecs,mSecs,no units,m/(sec^2),no units,m/(sec^2),no units,m/(sec^2),no units,deg/sec,no units,deg/sec,no units,deg/sec,no units,mVolts,no units,mVolts,no units,mVolts,no units,mVolts,no units,mVolts,no units,kPa,no units,Celcius*,no units,kOhms,uSiemens,
10268160,150871713.439941,1711783939433.69,12791,-700.240963855422,60167,-129.44578313253,5382,-40.1807228915663,-15617,343.93893129771,-22528,238.427480916031,6655,-101.603053435115,30981,45121.0461538461,7433,5445.42124542124,30473,22324.5421245421,58888,43141.3919413919,8200,6007.32600732601,6810.34765625,12.7190524486892,53618,157.329363533413,48136,284.671532846715,3.51282051282051,
10300928,150872713.439941,1711783940433.69,12279,-700.240963855422,60167,-123.277108433735,5382,-40.1807228915663,-15617,406.473282442748,-26624,238.427480916031,13055,-199.312977099237,-27643,-40259.5487179487,44553,32639.5604395604,23816,17447.619047619,50696,37139.9267399267,9224,6757.50915750916,6810.34765625,12.7997864756292,53874,158.617113885824,48392,257.207461842849,3.88791208791209,
10333696,150873713.439941,1711783941433.69,12535,-700.240963855422,60167,-126.361445783133,5638,-43.2650602409639,-15617,375.206106870229,-24576,238.427480916031,10495,-160.229007633588,-29435,-42869.4358974359,29193,21386.8131868132,48648,35639.5604395604,39432,28887.9120879121,9224,6757.50915750916,6810.33984375,12.9598310938497,54386,161.19108498859,48136,284.671532846715,3.51282051282051,
10366464,150874713.439941,1711783942433.69,12535,-703.325301204819,60423,-126.361445783133,5382,-40.1807228915663,-15617,406.473282442748,-26624,238.427480916031,7423,-113.328244274809,-31227,-45479.3230769231,18441,13509.8901098901,36360,26637.3626373626,62984,46142.1245421245,9223,6756.77655677656,6810.33984375,13.6560899518082,56690,172.750680519605,48392,257.207461842849,3.88791208791209,
10399232,150875713.439941,1711783943433.69,12791,-703.325301204819,60423,-129.44578313253,5638,-43.2650602409639,-15617,379.114503816794,-24832,238.427480916031,7679,-117.236641221374,-32251,-46970.6871794872,10761,7883.51648351648,13832,10133.3333333333,6920,5069.59706959707,9480,6945.05494505494,6810.33984375,13.7309145602587,56946,174.032910837902,48136,284.671532846715,3.51282051282051,
10432000,150876713.439941,1711783944433.69,12023,-700.240963855422,60167,-120.192771084337,5126,-37.0963855421687,-15617,355.664122137405,-23296,238.427480916031,9983,-152.412213740458,-28155,-41005.2307692308,17417,12759.706959707,19976,14634.4322344322,27400,20073.2600732601,9736,7132.60073260073,6810.34375,12.8800430590113,54130,159.904350835199,48392,257.207461842849,3.88791208791209,
10464768,150877713.439941,1711783945433.69,12535,-700.240963855422,60167,-126.361445783133,5382,-40.1807228915663,-15617,371.297709923664,-24320,238.427480916031,10239,-156.320610687023,-28155,-41005.2307692308,20745,15197.8021978022,30472,22323.8095238095,61960,45391.9413919414,9992,7320.14652014652,6810.34375,12.7997722285141,53874,158.617113885824,48136,284.671532846715,3.51282051282051,
10497536,150878713.439941,1711783946433.69,12535,-703.325301204819,60423,-126.361445783133,5894,-46.3493975903614,-15617,363.480916030534,-23808,238.427480916031,7423,-113.328244274809,-27643,-40259.5487179487,22793,16698.1684981685,39176,28700.3663003663,12296,9008.05860805861,10248,7507.69230769231,6810.34375,12.6378463676443,53362,156.041088870443,48392,257.207461842849,3.88791208791209,
10530304,150879713.439941,1711783947433.69,12535,-700.240963855422,60167,-126.361445783133,5382,-40.1807228915663,-15617,343.93893129771,-22528,238.427480916031,9215,-140.687022900763,-27131,-39513.8666666667,25609,18761.1721611722,47368,34701.8315018315,26632,19510.6227106227,11016,8070.32967032967,6810.34375,12.7190382213252,53618,157.329363533413,48392,257.207461842849,3.88791208791209,
10563072,150880713.439941,1711783948433.69,12535,-700.240963855422,60167,-126.361445783133,5638,-43.2650602409639,-15617,328.30534351145,-21504,238.427480916031,11007,-168.045801526718,-27899,-40632.3897435897,25865,18948.7179487179,52488,38452.7472527472,44808,32826.3736263736,10504,7695.23809523809,6810.34375,12.6378463676443,53362,156.041088870443,48392,257.207461842849,3.88791208791209,
10595840,150881713.439941,1711783949433.69,12279,-703.325301204819,60423,-123.277108433735,5638,-43.2650602409639,-15617,355.664122137405,-23296,238.427480916031,8703,-132.870229007634,-31739,-46225.0051282051,14857,10884.2490842491,30216,22136.2637362637,64008,46892.3076923077,10504,7695.23809523809,6810.34375,12.4741104156195,52850,153.462921415624,48392,257.207461842849,3.88791208791209,
10628608,150882713.439941,1711783950433.69,12279,-703.325301204819,60423,-123.277108433735,5382,-40.1807228915663,-15617,398.656488549618,-26112,238.427480916031,8959,-136.778625954198,-30971,-45106.482051282,13321,9758.97435897436,16904,12383.8827838828,32776,24011.7216117216,11016,8070.32967032967,6810.34375,12.1413781043868,51826,148.2997788902,48392,257.207461842849,3.88791208791209,
10661376,150883713.439941,1711783951433.69,12535,-697.156626506024,59911,-126.361445783133,5126,-37.0963855421687,-15617,402.564885496183,-26368,238.427480916031,9471,-144.595419847328,-28155,-41005.2307692308,18697,13697.4358974359,25096,18385.347985348,47368,34701.8315018315,10504,7695.23809523809,6810.34375,12.7190382213252,53618,157.329363533413,48392,257.207461842849,3.88791208791209,
10694144,150884713.439941,1711783952433.69,12279,-706.409638554217,60679,-123.277108433735,5126,-37.0963855421687,-15617,324.396946564885,-21248,238.427480916031,9983,-152.412213740458,-29947,-43615.1179487179,17929,13134.7985347985,26376,19323.0769230769,55816,40890.8424908425,11016,8070.32967032967,6810.34375,12.1413781043868,51826,148.2997788902,48392,257.207461842849,3.88791208791209,
10726912,150885713.439941,1711783953433.69,12279,-703.325301204819,60423,-123.277108433735,5638,-43.2650602409639,-15617,410.381679389313,-26880,238.427480916031,11519,-175.862595419847,-27643,-40259.5487179487,21257,15572.8937728938,35336,25887.1794871795,63496,46517.2161172161,11271,8257.14285714286,6810.3359375,12.2251773033351,52082,149.591446711184,48392,257.207461842849,3.88791208791209,
10759680,150886713.439941,1711783954433.69,12535,-703.325301204819,60423,-126.361445783133,5638,-43.2650602409639,-15617,367.389312977099,-24064,238.427480916031,11263,-171.954198473282,-27899,-40632.3897435897,24329,17823.4432234432,45064,33013.9194139194,14600,10695.9706959707,11528,8445.42124542124,6810.3359375,12.7190097665972,53618,157.329363533413,48136,284.671532846715,3.51282051282051,
10792448,150887713.439941,1711783955433.69,12279,-700.240963855422,60167,-123.277108433735,5382,-40.1807228915663,-15617,414.290076335878,-27136,238.427480916031,6655,-101.603053435115,-27643,-40259.5487179487,24073,17635.8974358974,47624,34889.3772893773,27144,19885.7142857143,11016,8070.32967032967,6810.3359375,11.8873640751542,51058,144.421059829358,48392,257.207461842849,3.88791208791209,
10825216,150888713.439941,1711783956433.69,12535,-700.240963855422,60167,-126.361445783133,5382,-40.1807228915663,-15617,332.213740458015,-21760,238.427480916031,9727,-148.503816793893,-28155,-41005.2307692308,23561,17260.8058608059,46600,34139.1941391941,27144,19885.7142857143,11272,8257.87545787546,6810.33984375,13.8789780743193,57458,176.596169311528,48392,257.207461842849,3.88791208791209,
10890752,151402713.439941,1711784470433.69,12023,-706.409638554217,60679,-120.192771084337,5638,-43.2650602409639,-15617,367.389312977099,-24064,238.427480916031,9983,-152.412213740458,-30971,-45106.482051282,14601,10696.7032967033,23048,16884.9816849817,32008,23449.0842490842,12040,8820.51282051282,6810.33984375,11.7160197317901,50546,141.832008109172,48136,284.671532846715,3.51282051282051,
10923520,151403713.439941,1711784471433.69,12279,-706.409638554217,60679,-123.277108433735,5894,-46.3493975903614,-15617,410.381679389313,-26880,238.427480916031,11519,-175.862595419847,-30459,-44360.8,13833,10134.0659340659,15880,11633.6996336996,21768,15947.2527472527,12040,8820.51282051282,6810.34375,12.7190382213252,53618,157.329363533413,48392,257.207461842849,3.88791208791209,
10956288,151404713.439941,1711784472433.69,12791,-706.409638554217,60679,-129.44578313253,5382,-40.1807228915663,-15617,347.847328244275,-22784,238.427480916031,9983,-152.412213740458,-29179,-42496.5948717949,16393,12009.5238095238,18184,13321.6117216117,27656,20260.8058608059,12040,8820.51282051282,6810.34375,13.0391738567877,54642,162.477326662858,48136,284.671532846715,3.51282051282051,
10989056,151405713.439941,1711784473433.69,12535,-700.240963855422,60167,-126.361445783133,5382,-40.1807228915663,-15617,383.022900763359,-25088,238.427480916031,11775,-179.770992366412,-27643,-40259.5487179487,20745,15197.8021978022,29960,21948.7179487179,59400,43516.4835164835,11784,8632.96703296703,6810.34375,12.3086068822793,52338,150.882517832861,48392,257.207461842849,3.88791208791209,
11021824,151406713.439941,1711784474433.69,12791,-700.240963855422,60167,-129.44578313253,5638,-43.2650602409639,-15617,367.389312977099,-24064,238.427480916031,11263,-171.954198473282,31237,45493.8871794872,6153,4507.69230769231,19977,14635.1648351648,40200,29450.5494505494,11272,8257.87545787546,6810.33984375,11.8873780925122,51058,144.421059829358,48392,257.207461842849,3.88791208791209,
11054592,151407713.439941,1711784475433.69,12279,-700.240963855422,60167,-123.277108433735,5126,-37.0963855421687,-15617,359.572519083969,-23552,238.427480916031,6911,-105.511450381679,-27643,-40259.5487179487,44041,32264.4688644689,17160,12571.4285714286,29192,21386.0805860806,11272,8257.87545787546,6810.33984375,13.5048812410465,56178,170.184978228763,48392,257.207461842849,3.88791208791209,
11087360,151408713.439941,1711784476433.69,12279,-700.240963855422,60167,-123.277108433735,5638,-43.2650602409639,-15617,367.389312977099,-24064,238.427480916031,8959,-136.778625954198,-27643,-40259.5487179487,32521,23824.9084249084,53512,39202.9304029304,48648,35639.5604395604,11784,8632.96703296703,6810.33984375,12.7997579813992,53874,158.617113885824,48392,257.207461842849,3.88791208791209,
11120128,151409713.439941,1711784477433.69,12535,-700.240963855422,60167,-126.361445783133,5382,-40.1807228915663,-15617,406.473282442748,-26624,238.427480916031,9471,-144.595419847328,-29947,-43615.1179487179,24329,17823.4432234432,52488,38452.7472527472,50440,36952.3809523809,11528,8445.42124542124,6810.33203125,12.4740679154468,52850,153.462921415624,48392,257.207461842849,3.88791208791209,
11152896,151410713.439941,1711784478433.69,12535,-703.325301204819,60423,-126.361445783133,5382,-40.1807228915663,-15617,398.656488549618,-26112,238.427480916031,6655,-101.603053435115,-31739,-46225.0051282051,14089,10321.6117216117,29704,21761.1721611722,63240,46329.6703296703,11272,8257.87545787546,6810.33203125,13.1963449234809,55154,165.048372449227,48392,257.207461842849,3.88791208791209,
11185664,151411713.439941,1711784479433.69,12279,-697.156626506024,59911,-123.277108433735,5382,-40.1807228915663,-15617,359.572519083969,-23552,238.427480916031,6143,-93.7862595419847,-27387,-39886.7076923077,21001,15385.347985348,35080,25699.6336996337,65032,47642.4908424908,10503,7694.50549450549,6810.33203125,13.4284788796439,55922,168.901489832884,48392,257.207461842849,3.88791208791209,
11218432,151412713.439941,1711784480433.69,12279,-700.240963855422,60167,-123.277108433735,5638,-43.2650602409639,-15617,379.114503816794,-24832,238.427480916031,5887,-89.8778625954198,-29691,-43242.2769230769,17673,12947.2527472527,29960,21948.7179487179,52744,38640.293040293,11016,8070.32967032967,6810.33984375,12.7190239939612,53618,157.329363533413,48392,257.207461842849,3.88791208791209,
11251200,151413713.439941,1711784481433.69,12279,-700.240963855422,60167,-123.277108433735,5638,-43.2650602409639,-15617,351.75572519084,-23040,238.427480916031,8959,-136.778625954198,-28155,-41005.2307692308,20745,15197.8021978022,34824,25512.0879120879,59912,43891.5750915751,9991,7319.41391941392,6810.33984375,12.5561878057016,53106,154.752278678203,48136,284.671532846715,3.51282051282051,
11283968,151414713.439941,1711784482433.69,12279,-700.240963855422,60167,-123.277108433735,5638,-43.2650602409639,-15617,340.030534351145,-22272,238.427480916031,11263,-171.954198473282,-30459,-44360.8,16649,12197.0695970696,27656,20260.8058608059,44040,32263.7362637363,9992,7320.14652014652,6810.33984375,12.8800287923793,54130,159.904350835199,48392,257.207461842849,3.88791208791209,
11316736,151415713.439941,1711784483433.69,12791,-700.240963855422,60167,-129.44578313253,5382,-40.1807228915663,-15617,375.206106870229,-24576,238.427480916031,12543,-191.496183206107,-27643,-40259.5487179487,20745,15197.8021978022,34056,24949.4505494505,56840,41641.0256410256,9991,7319.41391941392,6810.33984375,12.7997579813992,53874,158.617113885824,48136,284.671532846715,3.51282051282051,
11349504,151416713.439941,1711784484433.69,12535,-703.325301204819,60423,-126.361445783133,5638,-43.2650602409639,-15617,379.114503816794,-24832,238.427480916031,9983,-152.412213740458,-28155,-41005.2307692308,22025,16135.5311355311,38920,28512.8205128205,58120,42578.7545787546,9735,7131.86813186813,6810.33984375,13.1180088333111,54898,163.763085894523,48392,257.207461842849,3.88791208791209,
11382272,151417713.439941,1711784485433.69,12535,-700.240963855422,60167,-126.361445783133,5382,-40.1807228915663,-15617,371.297709923664,-24320,238.427480916031,8703,-132.870229007634,-30203,-43987.958974359,17673,12947.2527472527,31752,23261.5384615385,53768,39390.4761904762,8712,6382.41758241758,6810.33984375,12.6378321602635,53362,156.041088870443,48136,284.671532846715,3.51282051282051,
11415040,151418713.439941,1711784486433.69,12535,-700.240963855422,60167,-126.361445783133,5638,-43.2650602409639,-15617,355.664122137405,-23296,238.427480916031,8191,-125.053435114504,-31739,-46225.0051282051,11017,8071.06227106227,13576,9945.78754578755,20232,14821.978021978,9224,6757.50915750916,6810.34375,13.1963879504659,55154,165.048372449227,48392,257.207461842849,3.88791208791209,
11447808,151419713.439941,1711784487433.69,12791,-703.325301204819,60423,-129.44578313253,5894,-46.3493975903614,-15617,406.473282442748,-26624,238.427480916031,8959,-136.778625954198,-27387,-39886.7076923077,19721,14447.619047619,25864,18947.9853479853,46856,34326.7399267399,8200,6007.32600732601,6810.34375,12.5562019928686,53106,154.752278678203,48136,284.671532846715,3.51282051282051,
11513344,151933713.439941,1711785001433.69,12279,-703.325301204819,60423,-123.277108433735,5382,-40.1807228915663,-15617,379.114503816794,-24832,238.427480916031,6911,-105.511450381679,-27643,-40259.5487179487,21513,15760.4395604396,34056,24949.4505494505,59912,43891.5750915751,9735,7131.86813186813,6810.34765625,12.637860575025,53362,156.041088870443,48392,257.207461842849,3.88791208791209,
11546112,151934713.439941,1711785002433.69,12279,-703.325301204819,60423,-123.277108433735,5126,-37.0963855421687,-15617,406.473282442748,-26624,238.427480916031,7167,-109.419847328244,-27387,-39886.7076923077,24585,18010.989010989,43016,31513.5531135531,6920,5069.59706959707,9736,7132.60073260073,6810.34765625,12.225219615454,52082,149.591446711184,48392,257.207461842849,3.88791208791209,
11578880,151935713.439941,1711785003433.69,12279,-700.240963855422,60167,-123.277108433735,5638,-43.2650602409639,-15617,363.480916030534,-23808,238.427480916031,10239,-156.320610687023,-27643,-40259.5487179487,24329,17823.4432234432,48392,35452.0146520147,28424,20823.4432234432,10248,7507.69230769231,6810.34765625,13.6561188489659,56690,172.750680519605,48392,257.207461842849,3.88791208791209,
11611648,151936713.439941,1711785004433.69,12535,-703.325301204819,60423,-126.361445783133,5382,-40.1807228915663,-15617,363.480916030534,-23808,238.427480916031,9727,-148.503816793893,30725,44748.2051282051,5897,4320.14652014652,28937,21199.2673992674,56840,41641.0256410256,9736,7132.60073260073,6810.328125,12.391520361525,52594,152.173005207607,48392,257.207461842849,3.88791208791209,
11644416,151937713.439941,1711785005433.69,12023,-700.240963855422,60167,-120.192771084337,5126,-37.0963855421687,-15617,386.931297709924,-25344,238.427480916031,9215,-140.687022900763,-30203,-43987.958974359,38153,27950.9157509157,7176,5257.14285714286,64520,47267.3992673993,8967,6569.23076923077,6810.328125,13.0391166369562,54642,162.477326662858,48392,257.207461842849,3.88791208791209,
11677184,151938713.439941,1711785006433.69,12535,-700.240963855422,60167,-126.361445783133,5382,-40.1807228915663,-15617,320.488549618321,-20992,238.427480916031,10495,-160.229007633588,-30459,-44360.8,23817,17448.3516483516,31240,22886.4468864469,55304,40515.7509157509,9736,7132.60073260073,6810.328125,13.0391166369562,54642,162.477326662858,48136,284.671532846715,3.51282051282051,
11709952,151939713.439941,1711785007433.69,12535,-697.156626506024,59911,-126.361445783133,5382,-40.1807228915663,-15617,375.206106870229,-24576,238.427480916031,9471,-144.595419847328,-30203,-43987.958974359,18697,13697.4358974359,30728,22511.3553113553,1288,943.589743589744,9481,6945.78754578755,6810.328125,11.7159778136353,50546,141.832008109172,48392,257.207461842849,3.88791208791209,
11742720,151940713.439941,1711785008433.69,12535,-700.240963855422,60167,-126.361445783133,5638,-43.2650602409639,-15617,355.664122137405,-23296,238.427480916031,7935,-121.145038167939,-27899,-40632.3897435897,23049,16885.7142857143,39688,29075.4578754579,16136,11821.2454212454,9992,7320.14652014652,6810.328125,12.3085503816438,52338,150.882517832861,48136,284.671532846715,3.51282051282051,
